pathway	SL1	SL2	SL3	SL4	SL5	SL6	SL7	SL8	SL9	SL10	SL11	SL12	SL13	SL14	SL15	SL16	SL17	SL18	SL19	SL20	SL21
1CMET2-PWY	11052.0733	10699.1298	10733.121	10738.9031	9756.4337	9122.5648	10170.4365	10484.0989	9330.953	9369.5118	9527.3363	9525.3396	8886.036	10065.8089	9418.704	8671.3209	9018.1114	8666.6345	7923.9697	6177.4219	8742.4145
ANAEROFRUCAT-PWY	5306.2558	5571.6701	5697.6053	5839.6965	5071.2232	4334.6336	5038.2042	3376.6869	2679.2906	2057.2983	1806.856	1945.0352	903.7547	2172.0676	2658.5325	4242.0826	4375.4587	4096.0268	3261.007	2160.6773	3549.2273
ANAGLYCOLYSIS-PWY	9352.5366	10280.8148	10178.2152	10336.2993	7893.1166	7279.2825	8779.1874	9390.0478	8048.0961	8722.6385	8408.0742	8387.4888	7941.669	8280.1571	10226.9334	10766.9215	10757.921	10522.886	10166.8912	10085.1857	10108.3786
ARG+POLYAMINE-SYN	3644.8975	5423.7815	4960.0067	5203.1984	4146.2342	4755.8149	5034.0679	1101.5555	1670.4018	1420.0294	1206.7779	1796.9812	1655.3698	1671.1308	2061.8332	475.0025	495.5273	416.3095	696.4113	628.1795	875.7543
ARGORNPROST-PWY	14.2104	14.2116	23.7555	13.7719	12.8703	23.7442	16.2059	250.3574	238.3201	123.9888	100.5356	158.1767	73.6967	191.6226	777.5345	121.2446	102.9662	61.6278	45.5389	40.3535	42.6485
ARGSYN-PWY	10380.2608	10723.6358	10517.7297	10624.7196	8766.394	8320.1399	9497.406	7671.533	8395.8209	8749.4344	8913.4352	7915.3752	7757.8663	7670.2308	9167.0203	9803.8733	9642.7577	9816.0869	9338.5516	9912.2763	8653.1419
ARGSYNBSUB-PWY	10273.9307	10746.5452	10482.5763	10605.6227	8728.7997	8269.5773	9429.5159	6933.6895	8121.4903	8460.1647	8559.9182	7497.0192	7402.8736	7149.4075	8583.0458	9291.3799	9085.1234	9318.7431	8891.1968	9665.5739	8059.1634
ARO-PWY	11010.3331	11174.6395	11112.5901	11220.1719	9344.645	8772.0646	10164.3232	8668.2396	8886.1216	9207.8154	9633.2084	8814.6303	8567.5911	8740.7216	9950.2557	10746.0957	10712.209	10752.5392	10049.0098	10167.6308	9739.754
ASPASN-PWY	4.9966	17.5831	21.9045	23.8856	43.4174	82.7396	29.2257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AST-PWY	147.1319	183.1283	206.633	148.524	1006.7278	1073.2668	601.6406	579.3755	627.2751	420.0809	334.6689	461.3498	160.8096	618.8616	892.3266	1278.555	1305.5085	1378.9552	1019.3099	705.1108	1053.3429
BIOTIN-BIOSYNTHESIS-PWY	2985.8076	4205.5503	4305.0313	4530.8534	4573.9767	5150.1955	5104.3302	3512.7748	2414.4562	1950.3568	1604.3182	1542.7819	775.7467	2006.8237	2782.9991	3392.3859	3764.4401	3145.9476	3034.7237	1787.9868	3969.2533
BRANCHED-CHAIN-AA-SYN-PWY	20469.5848	20746.8204	20543.7431	20539.3986	16527.0171	15308.4262	17847.1491	15641.7607	16614.7716	17447.3345	18551.7691	16985.3888	16807.1875	16151.6266	18975.9109	20592.5929	20455.5337	20867.7333	19530.1214	20256.3419	18433.7221
CALVIN-PWY	11721.171	11976.6301	11818.7129	11869.0016	9810.6583	9139.3637	10508.0213	10669.0481	9836.2407	10279.4115	10566.9981	9700.8353	9357.9926	9602.0495	11435.0691	11823.8698	11833.5205	11832.5843	11188.594	11207.5388	10944.4954
CATECHOL-ORTHO-CLEAVAGE-PWY	624.977	303.7377	426.9376	514.7168	124.1515	21.8896	503.6195	56.348	10.6182	3.9941	5.3277	0.0	4.6562	9.3265	7.3142	0.0	1.3377	0.6594	0.0	0.0	2.6542
CHLOROPHYLL-SYN	948.6991	501.2973	689.096	819.2231	209.0558	37.8743	775.7319	6.9742	2.3427	4.6456	0.0	190.4952	37.0706	49.7645	180.5919	79.5042	133.1694	112.9983	38.9333	21.6854	53.1679
COA-PWY	10519.8358	10521.1569	10443.506	10529.9348	8816.22	8301.0064	9562.5114	9472.93	8946.49	9377.77	9710.11	8919.8	8657.02	8918.42	10286.91	10925.3925	10935.64	10938.8575	10307.61	10307.19	10096.2625
COBALSYN-PWY	8228.9279	9519.4002	9028.8244	9072.0851	6650.3883	6265.677	7272.0742	4077.8617	5944.0169	6240.6085	6353.062	5574.0625	5677.6189	4848.8516	6128.5342	7137.8662	6875.1265	7183.5056	6939.8961	8117.1236	5883.4654
COLANSYN-PWY	6216.1626	7401.5868	7429.5135	7659.6761	5683.4882	5502.3728	6823.6789	2943.5748	1770.0106	1296.6573	1054.0145	1877.1097	781.3633	1302.1049	1684.4126	5177.8012	5086.5706	4302.9022	3391.7708	2020.0402	4307.7602
COMPLETE-ARO-PWY	11654.6904	11800.4611	11731.3689	11842.853	9887.4202	9299.6472	10749.1779	9283.7447	9457.7659	9812.5055	10262.4489	9380.7954	9118.0317	9315.9482	10634.7247	11474.2344	11440.4981	11481.2372	10736.5022	10855.0521	10413.114
CRNFORCAT-PWY	7698.5467	8896.6345	8734.8913	8729.1545	4969.0429	3534.5292	5569.7949	3636.9188	6150.254	6923.8558	7156.6001	5791.5627	6219.8755	3532.7018	7725.1609	10385.1403	9979.4405	10188.4055	9758.7028	11188.1489	8479.2494
DAPLYSINESYN-PWY	11768.4989	11900.6949	11768.689	11793.3454	10078.8727	9497.3658	10650.7219	9913.5712	10255.3344	10774.0478	11208.1186	10214.2556	9977.4005	9977.5711	11766.6882	12787.8692	12752.6047	12789.4241	12030.5244	12091.1986	11664.1655
DENITRIFICATION-PWY	1.3389	0.0	0.0	1.3395	0.0	0.0	0.0	32.2972	31.7724	37.2472	32.348	21.7375	21.8258	45.4705	3.9716	6.3284	1.9634	3.1632	1.9224	1.9057	0.6503
DENOVOPURINE2-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2329.876	4064.3204	3857.6121	3402.5106	4472.4838	4552.4421	3567.2333	0.0	0.0	5.0581	1.2649	1.2649	0.0	0.0
DTDPRHAMSYN-PWY	10275.5856	10365.9783	10269.4691	10329.5271	8693.777	8223.3014	9333.4413	10848.4308	9039.887	9605.6502	9758.2799	9988.0149	9402.913	10317.5703	11601.9342	12293.5314	12397.8586	12062.1234	11444.1426	10868.7873	11635.38
FAO-PWY	11134.5961	13860.6723	13334.4774	13719.1589	11553.1708	10677.6782	12386.9692	12121.0331	9136.7387	8884.0086	7446.7495	6558.4541	5203.8213	7443.4999	9551.6614	9938.9599	10249.0872	8782.2003	8311.057	5653.5672	10218.331
FASYN-ELONG-PWY	23683.6313	24722.0254	24226.4601	24456.7028	18963.8522	17329.015	20868.5185	18026.268	19483.9825	20292.4934	20876.5468	18645.1298	18439.0682	17610.6625	21089.0324	22505.3921	22320.0589	22713.6118	21580.5674	22773.8715	20162.4254
FASYN-INITIAL-PWY	11334.5406	11104.2252	10961.8668	10915.1951	9233.9006	8446.0969	9576.5765	8168.5591	9882.2159	10125.1235	10829.0866	9946.9291	9790.2782	9642.903	10819.4732	11383.4584	11267.3594	11653.3881	10863.6115	11420.8201	9930.0543
FERMENTATION-PWY	721.5889	767.2926	781.2027	686.6702	2583.9545	2759.7541	1776.7943	2992.4488	2623.9177	2430.8446	1890.8918	1907.6479	1595.6425	1965.4297	415.4386	75.8733	55.8763	125.4422	108.6931	81.1861	315.592
FOLSYN-PWY	8870.6597	8363.2386	8316.2833	8266.6249	7836.8708	7267.0914	8021.4381	7389.4835	6923.977	6920.5356	6636.2868	7445.6573	6925.6093	8079.1095	5382.7588	2925.8374	2874.3085	2925.4682	2867.6684	2622.2768	3119.3821
GALACT-GLUCUROCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	863.8263	1738.7051	1667.1752	1448.327	1857.2121	1969.8811	1247.2619	0.0	0.0	1.9796	0.495	0.495	0.0	0.0
GALACTARDEG-PWY	596.0164	297.4907	417.125	500.835	122.4305	21.7423	480.3086	3.9848	1.3372	2.6461	0.0	98.2483	20.3508	27.3873	113.8265	47.5469	81.9563	66.8224	21.1957	12.5682	33.7277
GALACTUROCAT-PWY	5007.5124	5660.6086	5647.0563	5627.681	3699.8708	3054.7419	3789.985	3259.0014	4717.8571	5335.317	5491.4354	4106.5555	4377.0382	2586.4163	6318.8245	7357.404	7133.7022	7438.753	7227.689	8237.0843	6251.3467
GALLATE-DEGRADATION-I-PWY	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	1.33	0.67	1.33	1.0	0.0	0.33
GALLATE-DEGRADATION-II-PWY	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	1.33	0.67	1.33	1.0	0.0	0.33
GLCMANNANAUT-PWY	522.6946	252.7412	356.4738	427.3489	102.3486	18.8893	393.5893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUCARGALACTSUPER-PWY	596.0164	297.4907	417.125	500.835	122.4305	21.7423	480.3086	3.9848	1.3372	2.6461	0.0	98.2483	20.3508	27.3873	113.8265	47.5469	81.9563	66.8224	21.1957	12.5682	33.7277
GLUCONEO-PWY	13168.0853	13255.1471	13026.8888	13055.7463	10849.5859	10100.3316	11626.3662	10815.0032	10395.0364	10856.195	11190.5671	10577.572	10262.0588	10448.1406	12226.3062	12467.3255	12477.7798	12498.8744	11844.5724	11853.7111	11557.9934
GLUCOSE1PMETAB-PWY	271.4414	314.3957	333.4403	267.0149	1079.3732	1293.0566	625.1877	1004.2291	804.9121	566.7506	451.5288	323.6485	141.5945	588.2162	654.3277	71.0483	56.9115	44.4495	60.82	32.3292	116.3655
GLUCUROCAT-PWY	4213.8175	4963.6971	4959.4147	4901.3321	3228.6742	2655.0485	3127.8999	3153.7033	4813.4	5394.8048	5508.0574	4278.1319	4592.8101	2690.1795	5943.029	7195.9012	6950.9835	7267.4741	7017.4638	8077.0563	5999.5448
GLUTORN-PWY	11073.3844	11312.6879	11118.8805	11168.2728	9484.5166	8963.1439	10078.4582	9708.6681	9379.3749	9894.1773	10284.1519	9365.7982	9140.4132	9145.3244	11114.9299	12134.057	12114.9714	12065.7499	11363.8846	11370.5512	11123.6717
GLYCOCAT-PWY	3615.5666	4738.8555	4763.5628	4893.3667	3893.1192	4107.3301	4281.7725	2466.8248	2016.6208	1751.4856	1482.1202	1175.5208	658.1544	1362.3197	2183.0248	2850.1678	2791.4121	2222.2957	1784.1046	1170.6553	2383.8873
GLYCOGENSYNTH-PWY	4917.7413	6075.6579	6163.764	6320.0789	4390.7142	4313.6548	5047.6748	4769.0872	5296.8989	6047.8013	5969.8286	4311.3634	4349.3329	3210.2811	7301.3677	9538.3271	9311.5073	9136.2108	8642.7165	9055.9653	8230.186
GLYCOLYSIS	8606.014	8448.8307	8680.9722	8758.8121	7528.0231	6870.966	8085.9851	7794.8499	8175.5848	8303.8411	8505.1359	7948.1121	7747.0103	7769.4671	5566.237	6884.7783	6853.4427	7005.9186	5507.6781	5343.1854	6153.7144
GLYCOLYSIS-E-D	8833.1689	8566.1612	8699.6244	8729.432	7455.362	6745.4434	7885.0539	6379.7766	7571.5119	7844.3499	8295.0803	7847.0765	7713.3013	7588.2831	6066.4191	7350.5131	7281.0742	7515.4725	6147.5107	6135.6309	6478.4333
GLYCOLYSIS-TCA-GLYOX-BYPASS	6322.8886	6781.1876	6868.7276	6924.2256	6148.8417	5307.0427	6139.6927	4100.7045	3396.6195	2651.4436	2370.0946	2505.4999	1208.0695	2795.0878	3531.9197	5247.6699	5382.9401	5081.3746	4119.7864	2815.6555	4443.7889
GLYOXYLATE-BYPASS	10686.8606	11135.2573	10876.5541	10936.8857	9215.8922	8697.2204	9822.8078	6505.6332	8537.5233	8766.621	9438.3924	8804.49	8778.0956	8454.1886	8535.9449	9351.7921	9217.2179	9637.858	8954.3381	9644.5469	8099.8908
HEME-BIOSYNTHESIS-II	9748.8822	9546.9258	9393.2114	9349.0748	8027.4309	7310.248	8248.6997	9472.43	8946.155	9377.77	9710.11	8919.8	8657.02	8918.42	10286.91	10925.475	10935.475	10939.025	10307.61	10307.19	10096.345
HEMESYN2-PWY	11819.1578	11931.9506	11805.9401	11875.9582	10024.5488	9473.9157	10763.5871	10834.6558	10233.4384	10731.7041	11107.524	10303.9535	9988.6237	10344.1876	11756.5771	12486.2277	12497.9559	12501.853	11780.1527	11779.6457	11538.515
HISDEG-PWY	3399.8937	2695.7894	3036.0815	3054.457	3320.0543	2801.3101	3302.7799	6290.8869	4292.538	4137.6806	4335.0164	4471.3362	4079.7455	4770.7929	4105.1498	3907.6325	4227.9857	3900.0469	3473.7416	2259.9748	4304.8996
HISTSYN-PWY	10490.9407	10921.6238	10667.8709	10756.5129	8939.3743	8448.9821	9560.0821	9730.1771	8954.4556	9494.3838	9448.4113	8632.1046	8300.1109	8577.0595	10597.8693	11214.4258	11186.1473	11087.6328	10612.848	10701.4002	10383.8528
HOMOSER-METSYN-PWY	10250.7054	9742.3236	9567.4875	9448.1169	7744.0303	6670.6059	7949.9163	3659.941	5597.2868	6322.103	6739.64	6910.9683	7001.2844	6196.2866	7424.4203	8916.0046	8566.1989	8961.0145	8681.6323	10159.5185	7344.1653
HSERMETANA-PWY	6757.1982	7443.4283	7384.4322	7337.0219	7054.8088	7424.3746	7945.4689	9771.5619	7685.0243	7712.5285	7699.5111	6648.437	6119.7143	7350.7865	8897.0551	10263.2712	9999.4932	10158.6715	9883.4119	10894.7576	8832.6492
ILEUSYN-PWY	24613.0817	26129.455	25433.4917	25467.7734	19386.5364	17265.1034	20873.6951	17169.6371	18453.6053	19709.0859	20330.881	18833.3321	18530.0969	17558.9976	21780.0471	23707.4695	23366.2508	23792.9436	22578.4694	24061.245	20971.5264
KETOGLUCONMET-PWY	0.0	0.0	0.0	1.3398	0.0	0.0	0.0	29.8909	35.2523	46.5289	43.2333	93.2459	82.1375	94.608	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LEU-DEG2-PWY	11764.1924	11887.7499	11635.5754	11624.7514	10263.3458	9942.6398	10741.9599	10015.6648	10481.6933	10954.6169	11621.7298	10750.2822	10667.4847	10455.678	12134.9851	12159.7031	12160.8099	12554.2631	11996.7262	12553.592	11154.1473
LIPASYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4149	0.0	0.0	0.0	0.0	0.818	3.2655	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MET-SAM-PWY	9758.952	9571.4296	9461.0641	9410.9047	7891.4692	7104.6444	8173.7175	5045.1953	6602.1509	7244.1557	7674.3589	7637.7565	7559.4285	7147.0081	8372.0912	9811.4664	9592.539	9760.0912	9296.2047	9936.6037	8459.3791
METHYLGALLATE-DEGRADATION-PWY	0.8372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6621	1.6622	0.8374	1.662	1.2497	0.0	0.4125
NAD-BIOSYNTHESIS-II	0.0	0.0	0.0	0.0	84.3145	29.2953	63.1583	0.0	0.0	0.0	0.0	142.3542	17.3255	301.2996	0.0	0.0	0.0	0.0	29.3008	4.6591	61.1462
NADSYN-PWY	2.6779	3.9954	6.669	0.0	0.0	5.3528	0.0	117.131	23.8525	7.9847	10.6499	35.7005	9.295	18.6131	14.6355	0.0	3.9967	1.3196	0.0	0.0	5.3145
NAGLIPASYN-PWY	10278.484	10367.28	10271.894	10329.56	8691.5	8218.448	9333.42	9740.6497	8724.5206	9109.7687	9456.2362	8891.7138	8640.6739	8854.6892	10425.9021	9452.1375	9544.1172	9878.3141	9554.2614	9831.1103	9009.3281
NONMEVIPP-PWY	10617.0825	10806.6703	10663.134	10732.0208	8994.8448	8497.281	9674.69	9584.4785	9070.0744	9496.0284	9810.6466	9186.495	8895.7055	9221.4429	10364.8739	10949.289	10963.6929	10963.799	10343.6177	10340.4898	10140.74
NONOXIPENT-PWY	13112.215	13621.4989	13476.9755	13555.714	10763.1831	9682.4433	11588.072	12124.7374	10930.6106	11650.5748	11907.2181	10768.8805	10406.4112	10477.0609	13294.5108	13846.6574	13865.2022	13878.6568	13245.9624	13375.9122	12875.6429
OANTIGEN-PWY	9808.9459	9575.2549	9459.1499	9461.8936	8149.7172	7665.6555	8583.1913	7298.3685	8515.5418	8806.0838	9359.753	8674.5453	8553.6987	8471.5556	9090.449	9978.536	9870.922	10165.7213	9453.8817	9885.007	8736.4198
P101-PWY	179.8868	196.582	218.5715	196.0976	191.8823	337.7503	178.5509	1235.6497	714.7521	682.3861	571.4925	2607.2874	2078.9836	3548.0497	527.9527	58.3691	46.6029	31.2518	45.8654	23.2778	70.5923
P105-PWY	11201.544	10989.3169	11103.9991	11187.4356	9926.9036	9124.3139	10466.1841	9136.0792	9722.9796	9691.0022	10345.2017	9354.3731	9079.6186	9562.4253	8154.4269	8053.7077	8259.1716	8937.8314	7349.5209	7174.8254	7025.6217
P108-PWY	11854.4655	12070.2592	11947.4338	12036.2289	10085.9806	9371.0723	10878.7267	11204.1246	10310.4578	10887.3807	11234.0501	10569.4689	10231.314	10508.896	11952.1884	12787.7848	12855.6839	12775.1097	12038.3764	11797.9905	11935.2025
P122-PWY	49.3237	49.3718	82.123	47.8509	44.4761	81.2414	55.7947	904.3853	804.7762	443.3844	361.9848	402.5511	234.1148	587.5314	351.1239	62.5216	47.6648	102.7093	69.6119	40.2323	81.8724
P124-PWY	3961.7531	4755.892	4662.9367	4561.9473	2203.7426	2271.7284	2154.57	4261.252	5745.7581	6516.6119	6616.401	5201.1718	5494.6908	3671.3343	7936.6206	9052.2822	8862.1091	8965.5318	8666.7952	9305.4561	7907.4808
P161-PWY	14.2157	14.2158	23.7683	13.7761	12.8757	23.7634	16.2138	319.6112	260.4981	135.0301	108.8084	122.8847	69.3951	190.6245	632.2562	62.1116	53.9166	31.972	23.1038	20.6483	24.2
P164-PWY	5.3579	7.9959	13.3482	0.0	0.0	10.7093	0.0	7950.9264	5785.0414	6876.4856	5104.4731	5445.5954	4377.9944	5776.575	9370.0611	6713.6004	7451.5138	6739.4713	7664.2441	5548.3505	8422.1113
P221-PWY	16158.3377	16996.9045	15744.7892	15591.6001	11906.1599	10218.1344	12350.6695	5341.6919	6876.8688	7669.2104	7807.9287	9426.6993	9020.7438	9385.7211	10588.0598	10302.6712	10034.3003	10204.9956	9947.6118	10774.2639	8999.8092
P23-PWY	63.3404	54.1928	98.6569	71.1042	81.698	211.6211	100.2037	846.2141	769.6601	422.1444	337.9943	747.0335	288.8404	682.6201	3036.9489	5961.7574	5971.5811	4836.3664	4133.5839	2438.1993	5379.5655
P261-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.9417	1.3384	2.6523	0.0	115.7621	20.4451	29.6955	397.4985	204.936	250.267	204.1374	237.7041	105.9106	217.3905
P4-PWY	10286.5753	10254.0856	10251.3235	10291.517	8841.0095	8217.7347	9355.4715	6626.9671	8141.6987	8252.7144	9129.1835	8292.6927	8202.0848	7996.6348	8119.015	9852.0575	9861.3741	10069.2144	8675.1911	8029.1584	8586.4187
P42-PWY	5796.524	7094.3387	7172.4412	7619.1752	6096.7145	6272.3265	7486.0284	6850.3421	5094.5806	6058.4199	4498.6308	5360.4594	4079.3229	6211.324	9157.18	9046.0604	9295.9589	8397.8395	8374.4954	6207.814	8788.8483
P562-PWY	6904.0	7514.34	7037.34	6942.66	4755.34	3938.33	4911.0	2554.4966	4097.67	4651.34	4863.01	3667.66	3990.055	2169.2116	5754.66	6813.0	6530.11	6835.9466	6656.5617	7832.7717	5603.67
P621-PWY	0.0	0.0	3.1188	1.3198	0.8799	5.3139	1.3197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	9341.2078	9167.6908	9030.5638	9067.1444	8035.6991	7882.867	8552.2982	9289.4996	8840.482	9304.6532	9635.8304	8813.8427	8614.7508	8844.1761	10241.0921	10907.3001	10904.8612	10913.6684	10299.773	10301.9391	10084.4229
PANTOSYN-PWY	9197.7978	9350.9621	9118.8506	9113.3488	7777.0919	7240.4896	8004.4095	7902.1888	7067.2244	7619.9759	7883.9856	7325.6048	7229.5407	6993.7142	8885.4822	9596.7932	9480.2652	9612.5964	9188.9707	9632.3848	8591.2113
PENTOSE-P-PWY	7151.6273	7694.3886	7726.1761	7739.1837	5449.5339	4618.999	5627.6923	4814.8934	6847.7382	7475.8839	7933.4319	6687.2541	6902.2993	4983.7927	8278.1406	10456.7176	10243.4735	10403.7411	9718.0296	10421.0219	8949.8649
PEPTIDOGLYCANSYN-PWY	10374.7421	10461.8053	10346.3388	10410.916	8820.3888	8318.8051	9456.1694	9568.8404	9083.1535	9528.4845	9832.6882	9017.5492	8751.8661	9029.2628	10303.7332	10955.7684	10963.0731	10972.0925	10337.6666	10345.3494	10125.9585
PHOSLIPSYN-PWY	13283.9951	13273.4502	12868.3278	12896.848	10679.0008	10057.0883	11239.3377	11251.2604	10986.0277	11652.617	12553.0958	11625.4841	11560.3894	10966.2608	12832.3443	15535.9623	15327.3759	15363.8695	14226.4173	14660.5445	13609.9221
POLYAMINSYN3-PWY	2026.6349	1973.9436	2243.6711	2341.8406	2284.4685	2429.3382	2793.4255	562.9166	898.5033	748.442	639.2626	986.1224	904.5764	918.4964	1067.084	240.1697	250.8543	210.7626	352.8771	316.51	446.3152
POLYAMSYN-PWY	2215.314	3637.0424	3254.0871	3455.6904	2716.3518	3337.3393	3436.7528	594.8838	928.7089	773.2603	647.5283	1015.2752	926.994	941.3145	1164.1892	243.4077	254.3073	212.6681	361.7208	324.3761	461.3442
POLYISOPRENSYN-PWY	11305.027	11787.6998	11542.8416	11636.0632	9549.754	8986.5443	10335.4113	9766.6936	9333.799	9752.1984	10027.238	9917.0944	9547.5694	10057.4708	10601.4867	11062.3217	11073.2708	11076.1712	10448.2252	10430.5263	10269.7328
PPGPPMET-PWY	10271.7392	10095.95	9916.264	9865.544	8186.5189	7507.9191	8597.3025	5717.3437	7851.2232	8353.1245	9297.2496	9010.6099	8950.8563	8550.3892	9319.4304	11250.5469	11117.4577	11240.3588	10430.9742	10824.0046	9848.803
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	9447.9582	10167.824	9505.9809	9387.7226	6543.0759	5413.3518	6786.0454	3298.7193	5162.8769	5791.02	5961.4393	5377.9622	5664.2464	3703.7592	6986.1439	7921.3626	7604.3397	7945.3974	7749.4199	9065.671	6567.4312
PRPP-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2860.0089	4424.6176	4251.6688	3808.7202	5185.5408	5186.2251	4324.5049	0.0	0.0	7.4712	1.8694	1.8694	0.0	0.0
PWY-1269	10278.35	10367.08	10271.81	10329.56	8691.5	8218.18	9333.5875	9124.9373	8536.8916	8883.4627	9313.7034	8988.1573	8765.3812	8991.6135	9954.91	9222.805	9273.7225	9645.7775	9266.94	9654.86	8649.015
PWY-1541	872.0983	792.7446	752.0526	718.0777	1236.2662	1040.2465	956.9377	1699.8829	1726.0065	1497.8518	1377.1109	840.5202	967.3261	958.8406	1213.3741	373.8194	456.0302	405.7183	243.5477	185.1413	282.1946
PWY-1622	0.0	0.0	9.9875	0.0	0.0	0.0	6.6938	882.1391	972.6874	1466.761	1114.4479	4406.7849	3433.985	5238.0704	955.2977	2984.6946	3039.0494	2901.2633	2187.2035	1491.9852	2576.0037
PWY-181	664.9874	878.8183	962.1599	751.6167	3134.7709	3398.2685	2045.3876	2138.9752	2117.4908	1554.6254	1251.9063	1146.4413	489.3979	1829.5897	2179.9606	279.5792	226.5443	180.6913	240.4562	132.1404	474.5181
PWY-1861	4047.2586	4849.9219	4905.5266	4973.4694	3032.951	2093.2921	3489.1118	2078.4835	1252.9026	1093.7743	963.2379	642.9871	329.8129	558.2516	242.9402	103.371	162.4417	134.9113	42.5672	29.2666	62.4337
PWY-2942	11865.6303	11856.983	11785.3868	11826.8335	10120.3551	9543.9322	10766.597	11161.947	10580.897	11116.1038	11493.3934	10642.3563	10315.9729	10592.591	12182.4143	13239.1269	13242.5012	13176.4793	12379.3005	12232.443	12202.8065
