# Constructed from biom file																						
#OTU ID	SL1	SL2	SL3	SL4	SL5	SL6	SL7	SL8	SL9	SL10	SL11	SL12	SL13	SL14	SL15	SL16	SL17	SL18	SL19	SL20	SL21	taxonomy
OTU_26	0	6.06171E-05	0	0	0	0	0	0	0.000363702	6.06171E-05	0.000333394	0.00042432	0.000515245	0.00021216	0.007092199	0.010032127	0.007213433	0.009304722	0.002515609	0.001121416	0.003061163	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
OTU_15	0	0	9.09256E-05	0	0	0	6.06171E-05	0.009456265	0.009941201	0.01600291	0.011486937	0.130993514	0.112141602	0.185670122	0	0	3.03085E-05	3.03085E-05	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobaca; s__
OTU_9	0.118415469	0.148572468	0.151360853	0.154331091	0.088258471	0.049130145	0.102776262	0.022458629	0.013335758	0.00954719	0.009638116	0.014214706	0.006334485	0.010304904	0.005546463	0.002182215	0.003727951	0.003061163	0.000969873	0.000575862	0.001424501	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae
OTU_36	0	0	0	0	0	0	0	0.000545554	0	0.00021216	0.000515245	3.03085E-05	3.03085E-05	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Parvibaculum; s__
OTU_14	0.072982967	0.132024004	0.097926896	0.102109474	0.064163181	0.087834152	0.080075165	0.000727405	0.000333394	0.000454628	0.001091107	0.000272777	0.000181851	9.09256E-05	0.046372068	0.012972056	0.01433594	0.012729587	0.022367703	0.020943202	0.027580772	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Marivita; s__
OTU_24	0.000545554	0.000697096	0.001060799	0.001000182	0.000636479	0.000848639	0.000757714	0.024458993	0.004121962	0.002879311	0.003697642	0.008395466	0.001788204	0.005364612	9.09256E-05	0	6.06171E-05	9.09256E-05	3.03085E-05	0	6.06171E-05	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
OTU_29	0	0	0	6.06171E-05	0	0	0	0.001363884	0.001606353	0.002121598	0.001970055	0.004273504	0.003758259	0.00436443	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
OTU_33	0	0	0	0	0	0	0	0.000363702	0.000636479	0.000545554	0.000788022	0.000394011	0.000575862	0.00103049	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Hyphomonadaceae; g__Oceanicaulis; s__
OTU_32	0	0	0	0	0	0	0	0.002636843	0.000484937	0.000181851	0.000242468	0	0.00021216	0.00042432	0.000333394	0	6.06171E-05	3.03085E-05	0	0	0.000121234	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Limnobacter; s__
OTU_39	0	0	0	0	0	0	0	0.000545554	0.000484937	0.000363702	0.000121234	9.09256E-05	0	6.06171E-05	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Glaciecola
OTU_5	0	0	0	0	0	6.06171E-05	0	9.09256E-05	3.03085E-05	6.06171E-05	0.000121234	0	0	0.000333394	0.264048009	0.115839243	0.139207129	0.117233436	0.149118021	0.086439959	0.196672122	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__; s__
OTU_10	0	0	0	0	0	0	0	0.000181851	6.06171E-05	0.000121234	0	0.005122143	0.000969873	0.001303267	0.022488937	0.14084379	0.138540341	0.102291326	0.08080257	0.041734861	0.117930533	k__Bacteria; p__Bacteroidetes; c__[Rhodothermi]; o__[Rhodothermales]; f__[Balneolaceae]; g__KSA1; s__
OTU_18	0.045038492	0.026125962	0.025277323	0.034188034	0.051282051	0.05067588	0.059253198	0.000363702	0.000121234	6.06171E-05	6.06171E-05	0.000242468	0.000121234	3.03085E-05	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Hyphomonadaceae; g__; s__
OTU_16	0.004728132	0.006122325	0.006546645	0.005334303	0.010911075	0.028368794	0.023155725	0	0	6.06171E-05	0	0.053009638	0.07540765	0.076529066	3.03085E-05	0	0	0.000181851	0.055858641	0.051857914	0.064708735	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae
OTU_25	0	0	0	0	0.003849185	0.001333576	0.002879311	0	0	0	0	0.006516336	0.000788022	0.01391162	0	0	0	0	0.001333576	0.00021216	0.002788386	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Saccharospirillaceae; g__ML110J-20; s__
OTU_27	0.00145481	0.000848639	0.001515427	0.001545736	0.000969873	0.002667152	0.001394193	0	0	0	0	0.001515427	0.003364248	0.004061344	0	0	0	0	0.003243014	0.008152998	0.009092562	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae
OTU_34	0	0	0	0	0	0	0	0.000454628	0	0	0	0.000818331	0	9.09256E-05	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__; s__
OTU_45	0	0	0	0	0	0	0	0	0	0	0	6.06171E-05	0	6.06171E-05	0	0.000151543	0	0.000121234	0	0	0.000181851	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Pelagibacteraceae; g__; s__
OTU_47	0	0	0	0	0	0	0	9.09256E-05	0	0	0	0	3.03085E-05	0.000121234	0	0	0	0	0	6.06171E-05	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
OTU_40	6.06171E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121234	0.000121234	6.06171E-05	0.000121234	9.09256E-05	0	3.03085E-05	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
OTU_50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09256E-05	0	0	0	0	0	0.000181851	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HTCC2188; f__; g__; s__
OTU_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06171E-05	6.06171E-05	0	0	3.03085E-05	0.000181851	0.000181851	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Saccharospirillaceae; g__ML110J-20; s__
OTU_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03085E-05	0	6.06171E-05	0	0	3.03085E-05	k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__
OTU_8	0.071800934	0.135782263	0.135964115	0.14769352	0.120961387	0.159150149	0.165272474	9.09256E-05	6.06171E-05	0	0	0	0	0	0	0	3.03085E-05	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09256E-05	6.06171E-05	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Octadecabacter; s__
OTU_21	0.062920531	0.028611263	0.041037764	0.050009093	0.011577863	0.002000364	0.050221252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
OTU_23	0.010092744	0.00333394	0.002242832	0.003515791	0.016427229	0.007395284	0.010547372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU_28	0.000454628	0.001606353	0.002000364	0.002182215	0.003970419	0.007607444	0.002667152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__HTCC2188; g__HTCC; s__
OTU_31	0.000181851	6.06171E-05	0.00021216	0.000303085	0.000484937	0.001727587	0.000575862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__; g__; s__
OTU_35	0	0	0.00021216	9.09256E-05	6.06171E-05	0.000363702	9.09256E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
