pathway	SL1	SL2	SL3	SL4	SL5	SL6	SL7	SL8	SL9	SL10	SL11	SL12	SL13	SL14	SL15	SL16	SL17	SL18	SL19	SL20	SL21
PWY-6628	9939.4521	10047.2465	9845.3838	9854.4052	8087.3419	7608.6842	8647.2831	7058.5869	7809.7754	8374.874	8721.3781	8461.4291	8479.7653	8391.2053	9347.7255	10334.9758	10238.5411	10317.1388	10163.913	10433.6988	9791.7869
PWY-6630	9794.5395	9986.5756	9750.9437	9772.2579	7983.9508	7510.2646	8539.8535	6525.3259	7542.5326	8085.3791	8376.4178	8006.178	8061.0768	7791.2915	8833.2996	10077.5399	9943.3605	10008.0725	9841.6588	10216.162	9409.3448
PWY-6641	6834.6012	6470.4071	6149.6134	5986.2663	5086.5094	4159.9239	5194.3206	1481.4114	1109.7694	1083.0893	915.741	1723.6269	1523.1459	1363.4522	1067.685	267.1541	301.3514	267.4972	438.569	396.0747	529.2328
PWY-6700	10409.8475	10515.33	10412.6374	10461.4	8909.83	8622.515	9688.76	10365.1782	9356.5972	9848.1565	10032.3933	9960.8772	9867.9391	10281.2461	10927.995	11515.4216	11567.1548	11457.8013	11478.5678	11243.6651	11554.6299
PWY-6703	4172.8848	3489.8185	3951.716	4163.2886	4100.9629	4370.7272	5039.7782	4132.6711	4822.9957	4519.4299	4977.1263	4332.7504	4270.6527	4704.7673	2372.4284	2240.4239	2352.1751	2797.1605	1965.1821	1784.7852	1857.432
PWY-6708	10383.6202	10492.0843	10402.592	10458.4156	8923.6475	8491.0662	9537.1223	6499.928	8495.829	8689.4636	9351.2223	9139.8804	8964.6485	9168.7835	8245.7215	9124.2329	8937.9017	9430.5447	8650.4991	9424.5859	7732.4822
PWY-6737	3868.8848	5058.172	4983.8942	5028.6867	3941.2193	4421.9607	4485.695	3258.6715	4535.0164	5263.5626	5254.3533	4715.121	5395.9039	3813.2416	6481.7869	7280.2072	7071.0723	7310.9969	8113.2171	9095.5741	7351.4657
PWY-6749	2310.5347	2825.5481	2865.9905	2915.1604	1749.9607	1016.7899	2021.0509	476.3471	288.4125	207.5143	209.6406	1094.737	1520.8928	1535.596	121.1339	47.8767	81.635	67.1044	1152.5406	1079.3115	1312.6228
PWY-6876	0.0	0.0	0.0	1.3342	0.0	0.0	0.0	28.3455	32.9334	39.437	35.6848	90.9363	80.7506	93.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6891	129.5808	176.4993	186.9389	134.7868	1104.758	1251.7568	575.3937	453.5903	427.2373	305.8562	222.2985	47.3525	36.5467	66.5966	43.2223	6.0661	5.2758	15.0198	10.2292	6.0649	40.6377
PWY-6892	336.082	425.5097	462.124	362.0627	1650.3732	2249.9075	1393.7071	557.5612	527.8312	378.8889	276.395	1599.4532	2144.0901	2253.131	54.8996	7.5806	6.5932	24.7311	1415.4558	1357.4735	1586.9608
PWY-6895	592.464	769.7625	818.7815	613.6779	3206.4446	3521.9197	2147.638	1772.4323	1691.4495	1272.7919	979.0224	229.1537	177.938	319.8898	208.208	30.1652	26.2593	74.1628	50.6091	30.0843	195.5429
PWY-6897	5596.9279	4902.0833	5306.2648	5496.1973	6101.8822	6397.2596	6712.4287	5642.6638	6060.3725	5575.2552	6104.6141	5836.523	5464.6418	6669.8578	4286.3471	4677.909	4829.167	4666.2997	3822.8629	2863.3691	4431.6206
PWY-6901	2656.8426	3102.3354	3229.397	2753.4602	4868.7067	4437.8471	4655.4257	2165.0518	1677.5913	1308.6575	1289.9622	3796.5213	4034.9431	3933.9136	444.5531	108.6707	95.3814	196.824	642.8791	765.7844	1556.2288
PWY-6969	11836.4705	12115.6353	11968.9765	12238.1873	10437.7563	10039.7977	11459.4916	11327.5413	10021.9676	10118.3222	10657.6409	10103.3374	9934.0605	10659.1718	11702.0075	11953.4086	12079.6471	11761.3813	11693.6292	10698.0406	11999.7567
PWY-7003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1305	0.0	0.0	0.0
PWY-7046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1862	1.321	6.7667	8.8973	10.6112	4.5494	0.0	0.0	0.0	1.9903	1.3243	0.0	0.0
PWY-7094	13207.5124	14137.4181	13632.3462	14024.4472	11913.3213	11069.8319	12814.0881	12582.2705	9563.9574	9210.0914	7713.9235	6744.775	5972.1307	7694.9634	9640.7249	9961.3944	10285.1846	8872.9521	8511.3814	5771.3564	10426.1037
PWY-7111	24096.7711	25653.3985	25148.7216	25218.885	19257.8532	17424.6546	21137.6299	14428.7387	17703.8181	18485.7967	19347.6706	18891.1823	19120.2883	18255.4069	18592.1184	21015.0409	20613.3595	21322.3966	20635.6654	22490.3981	18893.6048
PWY-7159	2773.4824	3551.4803	3471.1072	3537.7911	2121.7324	1381.6417	2474.7074	1182.7838	1508.6047	1469.5158	1226.2223	3825.8701	3412.6429	4383.6254	664.6827	734.9553	739.4647	715.2404	714.7929	574.859	897.5285
PWY-7184	10832.7021	10522.7331	10568.5339	10615.2224	9555.23	9120.3483	10288.8325	8591.5799	8755.7551	8823.9899	9169.3684	9390.7367	9052.5224	10100.9867	8781.5341	8701.046	8981.7411	8718.4263	8218.3121	6668.1545	8932.5008
PWY-7187	568.0331	673.5972	746.0087	631.3154	1104.3858	2385.8042	2079.1118	1909.1901	3331.1279	3138.3551	2805.1389	5220.0561	5590.7475	5526.3091	3.2987	0.0	4.3978	21.0487	3563.044	3236.1091	4056.9392
PWY-7196	5632.953	3677.1581	4400.9943	4326.3772	5779.332	6092.6694	6146.0508	8404.7136	6027.3889	6308.5972	6787.4035	8068.027	8232.7556	8935.5091	7932.0349	8059.7971	8354.2062	8029.3419	8941.3491	7692.6986	9740.4715
PWY-7197	10424.6154	10532.988	10432.187	10478.112	8940.8354	8701.591	9753.0396	9472.93	8946.49	9378.6075	9710.11	9652.3763	9703.5167	9985.0008	10287.3225	10925.475	10935.64	10941.6925	11091.2452	11069.9071	11039.0058
PWY-7199	8304.1287	8622.4059	8307.4856	8252.1922	6495.6477	5817.1798	6636.4055	8839.573	7623.917	8388.4643	8034.8857	8147.8926	8015.6782	8036.7959	9304.4299	9293.9366	9461.2475	9201.6667	9045.4464	7769.1213	9454.3448
PWY-7200	9261.7223	9466.7406	9236.1953	9232.9604	7640.7903	7136.6098	8060.0306	8037.4698	7832.6134	8389.0637	8424.0666	8563.7428	8545.8953	8653.9165	9107.996	9745.5819	9794.9381	9677.6741	9640.015	9010.9512	9766.7346
PWY-7208	11901.663	12023.0946	11906.2159	11961.3539	10192.8326	9880.1609	11094.0384	11819.2091	10267.9954	10757.6534	11129.9595	10965.1199	10978.9631	11281.4081	12531.5776	13357.0129	13404.4047	13080.1044	13229.2428	12798.4205	13479.9276
PWY-7211	11562.8549	11455.6566	11426.5011	11475.2534	10051.5395	9651.5352	10860.7706	9787.1068	9650.7413	9897.3387	10267.4558	10271.2793	10043.6637	10799.0774	10262.3608	10460.031	10664.3443	10478.3841	10076.2487	8815.2899	10554.7397
PWY-7219	13738.9591	13791.6615	13571.7105	13628.8616	11596.873	11139.5843	12597.9553	11282.5108	10789.7518	11280.702	11694.7595	11439.7266	11430.3459	11717.5877	12500.9098	13191.6166	13201.9186	13191.3085	13178.7935	13152.0043	13087.0284
PWY-7220	12654.1108	12722.1955	12632.5495	12697.973	10923.3739	10677.1708	11922.0382	11493.4016	10965.9456	11436.5708	11937.6535	11641.7961	11674.2708	12042.6929	12483.8494	13238.2987	13257.2471	13298.2099	13307.7484	13274.6581	13211.8545
PWY-7221	11531.327	11739.8298	11577.0539	11629.0572	9850.4952	9544.6168	10697.9437	10171.387	9898.0129	10378.2205	10733.5658	10431.5759	10452.8095	10612.504	11341.8175	12083.3583	12064.7776	12102.8077	12083.5179	12197.4671	11868.3785
PWY-7222	12654.1108	12722.1955	12632.5495	12697.973	10923.3739	10677.1708	11922.0382	11493.4016	10965.9456	11436.5708	11937.6535	11641.7961	11674.2708	12042.6929	12483.8494	13238.2987	13257.2471	13298.2099	13307.7484	13274.6581	13211.8545
PWY-7228	12297.7575	12462.9413	12321.5481	12380.4601	10554.5392	10272.6048	11487.0773	10934.6302	10602.2042	11088.2902	11516.6915	11193.9591	11226.7433	11454.6794	12102.1458	12872.1886	12864.7473	12911.562	12901.7719	12976.4501	12711.8005
PWY-7229	13883.8898	13929.6083	13756.0578	13819.6792	11826.729	11448.7827	12877.3524	11765.0199	11267.1678	11758.3261	12236.0639	11947.1714	11959.0621	12288.6175	12956.7413	13688.76	13703.8405	13716.1945	13713.0038	13680.6615	13617.0491
PWY-7234	10390.8815	10525.8937	10429.3369	10469.4806	8888.7786	8698.3265	9733.8141	9475.4267	8949.4302	9382.5432	9713.715	9706.3184	9774.981	10058.2132	10287.35	10925.31	10935.64	10941.3566	11139.9146	11113.0193	11092.764
PWY-7237	7060.0	7716.33	7253.34	7118.67	5115.34	4874.33	5675.01	2555.33	4097.67	4653.35	4863.01	5416.66	6478.32	4695.33	5755.65	6813.0	6530.11	6841.78	8499.44	9544.32	7738.68
PWY-7242	7385.7372	7423.9739	7277.0941	7128.2478	5777.1932	4801.281	5584.3271	4130.1742	5334.2865	5914.566	5975.1637	5079.9581	5445.4605	3431.7132	6723.0951	7541.2148	7346.367	7641.0658	7838.0367	8811.2899	6882.4864
PWY-7254	274.6283	299.1448	335.1594	288.5288	315.6711	533.3392	288.4563	1269.726	1007.2103	643.2742	545.2618	597.2081	261.8561	1039.6025	1738.8211	191.6967	156.6817	96.5279	112.7009	71.6989	156.3857
PWY-7323	8209.087	9323.4321	9100.5097	9204.1642	7315.7409	7423.8818	8157.3881	6643.7819	7776.1583	8072.7711	8369.7882	7149.2595	7536.6215	6106.7147	8423.7472	10136.0414	9986.6747	9997.9252	9886.8591	10214.3413	9569.9162
PWY-7328	651.5167	749.9883	792.6694	641.0939	2267.8157	2625.2526	1417.9955	1994.2952	1750.8905	1285.8152	1050.4567	769.7379	346.4125	1348.4864	1457.4799	527.779	383.9716	491.3451	150.5752	80.434	285.084
PWY-7347	260.381	247.076	280.0844	246.4479	144.7766	193.769	419.4993	596.0719	657.0012	495.7854	399.3398	326.4214	157.5676	480.1268	1.0047	2.9789	0.6587	0.6584	0.1649	1.4885	0.0
PWY-7371	346.0	157.33	225.67	275.0	63.67	11.0	276.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7376	4253.5048	5148.1212	4988.5452	5009.2863	4235.2454	4043.3521	4721.3892	1074.7344	890.0893	1030.1591	844.3372	3542.108	3372.1866	3685.7603	49.9987	20.7436	14.2542	30.0193	347.4921	159.247	313.287
PWY-7391	88.5373	106.5503	119.2872	97.8596	196.0556	491.2349	377.7522	0.0	0.0	1.7845	0.0	138.3035	115.6112	199.9731	0.8773	0.0	0.0	5.0587	33.5685	20.0101	129.1577
PWY-7392	6966.5918	7894.0774	7526.5471	7660.3308	5668.8405	5315.95	6583.4139	8211.4735	5651.8828	6172.2163	5212.2622	7686.5461	7232.3688	8310.9056	8242.3663	7691.1702	7913.3483	7216.8139	7828.8934	6550.7229	8548.68
PWY-7400	10414.2812	10762.4445	10571.9721	10659.1218	8902.9734	8726.281	9807.2761	7681.6371	8377.0403	8730.7558	8895.871	8811.4095	9013.8283	9005.0207	9153.8546	9792.636	9635.6023	9806.1918	10289.2692	10755.0614	9887.1374
PWY-7431	1903.7488	909.909	1321.6815	1194.7159	1461.772	1383.815	1555.4046	1696.6942	2969.3862	2797.0698	3759.3382	3871.293	3866.291	3798.5513	1479.6594	3490.0013	3513.3558	3446.59	2518.535	1928.216	2867.8756
PWY-7539	11345.4654	11682.2735	11481.4162	11492.2351	10033.5216	9801.4797	10649.0073	10182.5623	9837.2057	10338.8188	10674.9161	10415.6983	10387.9413	10678.3432	11445.5501	12115.8001	12086.8991	12129.9199	12114.1096	12227.0453	11918.086
PWY-7560	10617.0825	10806.6703	10663.134	10732.0208	8994.8448	8497.281	9674.69	9584.4785	9070.0744	9496.0284	9810.6466	9186.495	8895.7055	9221.4429	10364.8739	10949.289	10963.6929	10963.799	10343.6177	10340.4898	10140.74
PWY-7616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9537	3.9553	0.0	0.0	0.0	0.0	0.0	1.5611	0.0
PWY-7663	24543.9627	25412.2985	25114.0675	25310.3101	20001.0708	18378.3621	22026.8233	18516.4948	20065.3215	20732.2318	21676.2722	20010.3047	19980.4046	19479.7339	21580.9527	22920.043	22762.9966	23273.0989	22745.579	23893.493	21493.0297
PWY-7664	16846.5124	16694.3614	16431.8467	16347.8235	13418.6663	12178.83	14020.1634	10423.1596	13805.8583	13962.5736	15217.4371	13805.9546	14000.9005	13065.6483	14229.699	15233.6953	14969.8265	15731.2	14854.6789	16331.3723	13277.2844
PWY-841	12120.5136	12235.7293	12101.7256	12158.0351	10378.7615	10062.1581	11294.6759	10803.5818	10362.0524	10831.4491	11231.0067	11005.3764	11002.1634	11342.6775	11794.1159	12515.15	12521.0725	12541.5791	12549.4217	12556.8161	12428.7133
PWY-922	95.2295	114.7489	128.7644	104.6929	213.2467	529.8298	403.0851	0.0	0.0	2.3407	0.0	1103.504	1431.7645	1591.6051	1.1496	0.0	0.0	6.4729	1226.317	1135.1427	1498.8106
PWY0-1061	559.8609	703.7059	795.6637	633.2544	2204.9057	3266.689	2250.6706	1373.4314	1231.1831	758.9803	582.3707	3507.488	4292.7226	4871.1577	1829.798	192.7975	165.5192	125.208	3397.6299	3284.7775	4018.5137
PWY0-1241	1530.8129	2062.5545	2176.12	2280.8673	2421.0174	2838.3668	2769.6162	3147.5479	3164.3339	2737.9658	2720.6073	1792.7453	1445.0356	2379.1323	1699.8681	1397.515	1573.6828	1636.8234	1371.0218	995.5284	1438.5809
PWY0-1261	730.2731	981.1403	1052.9983	749.3319	4305.2257	4537.7303	2690.3571	8062.9316	8237.8893	8917.1619	8177.6197	9676.7642	9344.7588	9668.3883	9791.2873	10294.384	10371.5774	10053.3879	9827.3418	8444.5337	9788.7263
PWY0-1296	8174.1036	8790.369	8360.9808	8261.4872	5676.3114	5049.5937	6134.8244	4576.0211	6070.5991	7032.6665	7104.185	7901.0531	8384.7852	7092.3552	8903.3309	11963.8008	11594.4387	11408.824	11778.3672	12675.2889	11141.1062
PWY0-1297	7745.5988	8310.0254	7869.8182	7774.2197	5479.8521	4829.7966	5857.1314	4168.9135	5425.1485	6264.7682	6274.1133	7180.6267	7532.7863	6554.0759	7821.5204	9526.7528	9229.2892	9318.9074	10178.7054	10998.6791	9549.9471
PWY0-1298	165.5306	194.8777	226.3915	182.4259	317.4295	761.1095	630.0173	3874.8206	2243.4451	2795.6653	1907.4242	2482.864	1851.8578	3069.0438	4868.7862	4880.4433	5108.4222	4319.9727	4533.5687	2986.279	5534.6544
PWY0-1319	16055.9957	16480.4488	16326.8407	16370.6178	13075.9505	12436.6772	14163.3317	13654.0162	15218.9718	16250.2642	17006.5952	15685.7511	16096.5083	14766.6215	17855.5365	20255.2018	19950.7871	20275.9626	19905.1047	21016.9848	18774.0697
PWY0-1415	3300.9294	3935.4258	3991.3154	4024.2516	2675.0178	2177.9487	3271.925	1361.4985	1831.7974	1619.7755	1410.5478	3404.377	3672.1148	3411.5528	879.7845	3769.2904	3754.8801	2936.9834	3664.9121	2748.6927	4612.0504
PWY0-1479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.0526	63.5874	23.9488	31.9559	0.0	27.8919	55.755	43.8635	0.0	8.0346	3.9588	0.0	0.0	15.9365
PWY0-1533	11832.8518	12209.3669	11710.2513	11751.6164	9405.1782	8648.1149	10417.7426	3029.8453	2788.5945	2657.2911	2308.561	6340.4697	5626.2247	7132.4965	2675.3404	870.2244	930.0171	865.288	1047.5395	845.5356	1215.6957
PWY0-1586	363.7279	336.3461	363.3273	299.6315	1173.8351	1471.3833	679.4395	7558.4206	3041.3013	3800.5388	2591.0167	2735.4662	1921.5905	3817.3047	5699.6094	5339.1177	5674.0965	4704.0604	4872.557	3037.3969	6302.408
